10.78325174,9.925866935,9.093764843,8.365284297,7.728877831,7.183405078,6.728978024,6.365544003,6.09303639,5.911399277,5.82059158,5.82059158,5.911399277,6.09303639,6.365544003,6.728978024,7.183405078,7.728877831,8.365284297,9.093764843,9.925866935,10.78325174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.95405902,22.98160471,21.97282606,20.96926988,19.9666008,18.96517518,17.96583808,16.97003463,15.98008464,14.99948294,14.03320697,13.0879765,12.17240236,11.29696276,10.47376238,9.716061077,9.03760695,8.451891848,7.971687663,7.610105025,7.387628354,7.360678728,7.665451725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.96180748,10.10424218,9.263244301,8.522878841,7.870868352,7.305833128,6.827900529,6.43701089,6.133083789,5.916049378,5.785852398,5.742457457,5.785852398,5.916049378,6.133083789,6.43701089,6.827900529,7.305833128,7.870868352,8.522878841,9.263244301,10.10424218,10.96180748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.78325174,9.925866935,9.093764843,8.365284297,7.728877831,7.183405078,6.728978024,6.365544003,6.09303639,5.911399277,5.82059158,5.82059158,5.911399277,6.09303639,6.365544003,6.728978024,7.183405078,7.728877831,8.365284297,9.093764843,9.925866935,10.78325174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.429688188,7.148489427,7.209172463,7.468886058,7.871023808,8.393942338,9.022736671,9.742687668,10.53855941,11.39528985,12.29885226,13.2369383,14.19935791,15.17814808,16.16743839,17.16315278,18.16263608,19.16427023,20.16720646,21.17475917,22.15043693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.06984678,36.12594415,35.10673786,34.10032674,33.09521077,32.09047048,31.0861596,30.08220557,29.07858822,28.07532494,27.07247628,26.07016349,25.068595,24.0681044,23.06920161,22.07263787,21.07948462,20.09122405,19.10984707,18.13795191,17.17883402,16.23655651,15.31598899,14.42280402,13.56342172,12.74489777,11.9747542,11.26075883,10.6106647,10.03192667,9.531420496,9.115209476,8.788480919,8.556050792,8.424738787,8.412097247,8.575293198,8.99992237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.827479303,9.345835635,9.070452416,8.959166068,8.954091466,9.037263212,9.203296058,9.44980773,9.774688067,10.17529363,10.64826635,11.18955958,11.79453784,12.45810801,13.17486564,13.93924627,14.7456734,15.58869567,16.46310698,17.36404491,18.28706457,19.22818698,20.18392267,21.15127289,22.12771195,23.11115475,24.09991395,25.09265114,26.08832575,27.08614498,28.08551698,29.08600903,30.08731151,31.08920789,32.09155056,33.09424206,34.09722082,35.1004507,36.10391378,37.10760575,38.11153279,39.11571006,40.12016351,41.12493039,42.13005683,43.13564474,44.14182031,45.14820417,46.1579665,47.18783283,48.10173386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.62563,32.67341541,31.65726175,30.6516333,29.64696451,28.64268601,27.63882421,26.63536129,25.63235037,24.62992257,23.62831937,22.62794267,21.62942326,20.63370901,19.64217144,18.6567268,17.67996368,16.71526572,15.76691426,14.84015437,13.9412071,13.0772142,12.25610617,11.48639244,10.77688111,10.13634516,9.573163121,9.094983479,8.708533668,8.419961333,8.237006805,8.177446246,8.29811761,8.698161228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.429688188,7.148489427,7.209172463,7.468886058,7.871023808,8.393942338,9.022736671,9.742687668,10.53855941,11.39528985,12.29885226,13.2369383,14.19935791,15.17814808,16.16743839,17.16315278,18.16263608,19.16427023,20.16720646,21.17475917,22.15043693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48853599,10.63276371,9.768769263,8.998210231,8.306890343,7.692529816,7.155301327,6.695130412,6.31189028,6.005463554,5.775745524,5.622650705,5.546118849,5.546118849,5.622650705,5.775745524,6.005463554,6.31189028,6.695130412,7.155301327,7.692529816,8.306890343,8.998210231,9.768769263,10.63276371,11.48853599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
